id,city,cc1,minrate,nr_rooms,checkin,default_comm_lang,office_id,km_from_city_center,first_opened,payment_method,star_rating,hotel_type 
66648,Cannes,fr,0,1,10:00,NA,378,3,4/22/15,"cc, ca, bt",3,Apartment
97915,Milano,it,129.409,1,15:00,it,221,0,10/20/15,"cc, ca, bt",5,Apartment
108669,Roma,it,83.3,19,14:00,it,13,7,02/08/2016,"cc,ca",2,Apartment
93615,Roma,it,171.5,1,11:00,it,13,2,9/13/15,"cc,ca",1,Holiday home
53697,Paris,fr,0,1,15:00,fr,4,2,1/21/15,"cc,ca,bt,bc",5,Apartment
7029,Paris,fr,0,1,14:00,fr,4,14,03/03/2014,"cc,bt",1,Apartment
88143,Paris,fr,101.3842663,1,15:00,fr,4,3,08/04/2015,"ca, bt,",3,Apartment
37396,Nice,fr,199.92,1,16:00,fr,378,1,9/26/14,"cc,bt",1,Apartment
104828,Paris,fr,73.5,1,15:00,fr,4,1,12/10/2015,"cc,ca",5,Apartment
54714,Venice,it,77.42,3,14:00,xu,363,11,1/29/15,bc,,Bed and Breakfast
77710,Roma,it,113.68,1,7:00,it,13,14,06/08/2015,"cc, ca, bt",3,Apartment
11677,Paris,fr,281.26,8,15:00,en,4,0,4/18/14,"cc,ca",3,Hotel
92058,Roma,it,57.82,4,11:30,it,13,7,09/01/2015,"ca, bt,",2,Bed and Breakfast
107892,Roma,it,0,1,16:00,NA,13,4,02/04/2016,"cc,bt",3,Holiday home
107421,Venice,it,139.405,1,13:00,it,363,14,04/11/2016,"cc, ca, bt",1,Apartment
17735,Roma,it,84.93333333,1,12:00,it,13,15,5/15/14,"cc,bt",1,Apartment
94488,Milano,it,0,1,14:00,it,221,3,9/17/15,ca,2,Apartment
39487,Roma,it,58.8,3,8:00,it,13,15,10/06/2014,"cc,bt",5,Guest house
49641,Nice,fr,0,1,16:00,fr,378,0,1/28/15,"cc,ca,bt,bc",,Apartment
49606,Nice,fr,0,1,16:00,fr,378,6,12/31/14,"cc,bt",,Apartment
16639,Paris,fr,0,1,17:00,fr,4,11,05/07/2014,"cc,bt",,Apartment
20521,Paris,fr,0,1,15:00,fr,4,10,06/10/2014,"cc, ca, bt",2,Apartment
94414,Paris,fr,0,1,15:00,fr,4,7,9/18/15,"cc,ca",1,Apartment
46306,Florence,it,107.8,1,14:30,it,279,13,12/18/14,ca,5,Apartment
116698,Milano,it,136.22,1,15:00,it,221,1,04/06/2016,"cc,ca,bt,bc",3,Apartment
90866,Palermo,it,0,5,15:00,it,326,6,8/18/15,"cc,bt",5,Bed and Breakfast
108384,Roma,it,121.716,1,14:00,it,13,15,3/30/16,"cc,ca,bt,bc",3,Holiday home
106389,Roma,it,172.48,1,14:00,it,13,2,1/20/16,"cc,ca",3,Apartment
19379,Cannes,fr,107.8,1,15:00,fr,378,3,5/27/14,ca,1,Apartment
22945,Roma,it,149.94,5,13:00,it,13,14,6/20/14,"cc,bt",5,Guest house
94798,Nice,fr,133.77,1,16:00,fr,378,2,9/18/15,"cc, ca, bt",4,Apartment
20272,Nice,fr,0,1,16:00,fr,378,3,6/20/14,"cc,ca,bt,bc",3,Apartment
68118,Paris,fr,137.2,1,15:00,en,4,4,4/29/15,"cc, ca, bt",5,Apartment
39646,Roma,it,102.9,1,14:00,en,13,0,10/07/2014,"cc,ca",3,Apartment
67018,Napoli,it,78.4,2,15:00,it,353,14,05/04/2015,"cc,bt",1,Bed and Breakfast
9093,Roma,it,44.1,3,11:30,it,13,6,3/19/14,ca,4,Bed and Breakfast
114713,Roma,it,141.12,2,14:00,it,13,3,04/08/2016,"cc,ca",2,Guest house
31452,Roma,it,58.8,4,13:00,it,13,0,08/11/2014,"cc,ca,bt,bc",5,Bed and Breakfast
44306,Napoli,it,44.1,1,11:00,it,353,5,11/21/14,"cc, ca, bt",2,Apartment
97417,Milano,it,0,1,14:00,it,221,5,10/22/15,"cc,ca",5,Apartment
11422,Cannes,fr,0,1,10:00,fr,378,6,06/05/2014,"cc,ca",2,Apartment
85654,Roma,it,0,1,13:00,it,13,6,7/14/15,"ca, bt,",5,Apartment
87819,Roma,it,57.82,3,14:00,it,13,15,7/29/15,ca,4,Bed and Breakfast
52088,Florence,it,47.04,1,14:00,it,279,2,01/02/2015,"cc, ca, bt",3,Guest house
101330,Roma,it,49,1,12:00,it,13,3,11/09/2015,"cc,ca,bt,bc",3,Apartment
72838,Milano,it,98,2,12:00,it,221,9,5/18/15,"cc,bt",4,Apartment
64146,Napoli,it,47.04,1,11:30,en,353,6,3/30/15,"cc,ca,bt,bc",5,Apartment
27794,Roma,it,109.76,1,15:00,it,13,0,7/16/14,"cc,bt",2,Apartment
53907,Roma,it,78.498,3,11:00,it,13,0,1/20/15,"cc, ca, bt",2,Bed and Breakfast
91430,Cannes,fr,77.42,1,14:30,fr,378,9,8/22/15,"ca, bt,",3,Apartment
77396,Nice,fr,0,1,15:00,it,378,1,06/06/2015,"ca, bt,",,Apartment
56859,Florence,it,0,1,16:00,NA,279,1,2/26/15,"cc, ca, bt",,Apartment
57494,Roma,it,155.82,6,14:00,it,13,3,3/19/15,"cc, ca, bt",3,Bed and Breakfast
53828,Palermo,it,39.2,4,14:00,it,326,12,1/20/15,ca,5,Bed and Breakfast
31953,Nice,fr,0,1,16:30,fr,378,13,8/14/14,"cc,bt",3,Apartment
67106,Milano,it,0,1,12:00,it,221,8,4/16/15,"cc,bt",3,Apartment
87121,Florence,it,68.6,4,12:00,it,279,0,7/28/15,"cc, ca, bt",3,Bed and Breakfast
21809,Venice,it,96.04,3,14:00,it,363,1,6/20/14,"cc,bt",5,Apartment
17944,Roma,it,97.02,2,14:00,it,13,3,5/16/14,"cc,ca,bt,bc",1,Bed and Breakfast
106274,Lyon,fr,97.02,1,14:00,fr,186,3,01/06/2016,"cc,bt",5,Apartment
5486,Roma,it,34.3,3,12:00,it,13,0,02/10/2014,"cc,ca",5,Bed and Breakfast
78981,Milano,it,0,1,14:00,it,221,9,6/23/15,"cc, ca, bt",3,Apartment
68034,Florence,it,0,1,16:00,NA,279,0,4/28/15,"cc,bt",,Apartment
106558,Milano,it,147,1,14:00,it,221,5,1/18/16,"cc, ca, bt",,Apartment
39043,Napoli,it,44.1,3,16:00,it,353,14,10/01/2014,ca,3,Bed and Breakfast
98093,Venice,it,637,1,16:00,it,363,0,10/22/15,ca,,Apartment
32874,Florence,it,0,1,15:00,NA,279,1,09/08/2014,bc,5,Apartment
82913,Palermo,it,38.22,2,14:00,it,326,2,6/30/15,"cc,ca",5,Apartment
109371,Florence,it,0,1,12:00,it,279,14,02/07/2016,"cc,bt",2,Apartment
12316,Roma,it,91.336,7,12:00,en,13,0,4/18/14,"cc,bt",3,Guest house
13984,Paris,fr,0,1,12:00,en,4,3,5/15/14,"cc,ca",,Apartment
68623,Milano,it,0,1,12:00,it,221,1,4/30/15,"cc,ca",5,Apartment
49190,Cannes,fr,1857.1,1,14:00,fr,378,12,12/04/2014,"cc,ca,bt,bc",,Villa
114014,Milano,it,97.02,1,15:00,en,221,15,3/21/16,"cc,bt",3,Apartment
74379,Venice,it,0,1,14:00,it,363,6,06/03/2015,"cc,ca",,Apartment
57901,Cannes,fr,269.5,1,14:00,fr,378,15,2/20/15,"cc,ca",5,Apartment
56290,Paris,fr,176.4,1,15:00,fr,4,14,2/13/15,"cc,bt",5,Apartment
54780,Roma,it,0,1,13:30,it,13,2,02/04/2015,"cc, ca, bt",2,Holiday home
88190,Paris,fr,284.3721997,1,13:00,fr,4,4,01/07/2016,"cc,ca,bt,bc",,Apartment
85894,Napoli,it,58.8,1,12:00,it,353,3,7/15/15,"ca, bt,",3,Apartment
113141,Napoli,it,52.92,6,12:00,it,353,1,03/02/2016,bc,5,Bed and Breakfast
102536,Roma,it,0,3,15:00,it,13,9,11/17/15,"cc,bt",,Bed and Breakfast
69707,Florence,it,63.7,2,14:00,it,279,14,05/04/2015,"cc,ca",5,Bed and Breakfast
115347,Cannes,fr,183.4952,1,16:00,fr,378,2,3/21/16,"cc, ca, bt",3,Apartment
80757,Florence,it,58.8,4,14:00,it,279,8,6/22/15,"cc,bt",2,Bed and Breakfast
26976,Palermo,it,52.92,2,10:00,it,326,3,7/14/14,"cc,bt",2,Bed and Breakfast
79775,Roma,it,0,1,15:00,it,13,14,6/26/15,"cc, ca, bt",2,Apartment
109429,Florence,it,200.2466663,1,14:00,it,279,3,2/24/16,"cc,ca",5,Apartment
113645,Nice,fr,137.2,1,16:00,fr,378,3,03/11/2016,"cc,bt",,Apartment
4806,Palermo,it,0,4,12:00,it,326,12,1/29/14,bc,3,Bed and Breakfast
115810,Roma,it,122.5,1,14:00,it,13,4,04/09/2016,"cc,bt",,Apartment
114666,Roma,it,156.8,1,13:00,it,13,14,3/25/16,"cc,bt",1,Holiday home
69503,Roma,it,97.02,1,15:00,it,13,13,4/30/15,"cc, ca, bt",1,Apartment
96503,Roma,it,0,1,7:00,en,13,1,10/07/2015,"cc,ca",2,Apartment
90983,Cannes,fr,196,2,16:00,ru,378,4,8/24/15,ca,1,Apartment
43978,Cannes,fr,0,1,14:00,NA,378,6,12/12/2014,"cc,bt",3,Apartment
63016,Milano,it,0,1,12:00,it,221,12,3/24/15,"ca, bt,",1,Apartment
109007,Napoli,it,58.8,3,11:00,it,353,0,02/09/2016,bc,3,Bed and Breakfast
51243,Paris,fr,254.8,1,15:00,fr,4,6,12/23/14,"cc,bt",3,Apartment
101565,Florence,it,0,2,16:00,en,279,4,11/11/2015,"cc, ca, bt",3,Apartment
68976,Florence,it,35.28,2,15:30,it,279,14,4/28/15,bc,3,Apartment
56776,Paris,fr,454.72,1,14:00,NA,4,8,04/03/2015,"ca, bt,",5,Apartment
20124,Paris,fr,166.6,1,16:00,en,4,9,06/05/2014,"cc, ca, bt",4,Apartment
69416,Venice,it,195.02,1,14:00,NA,363,2,06/08/2015,"cc,ca",,Apartment
64882,Nice,fr,130.536,3,15:00,fr,378,15,4/30/15,"cc,bt",,Apartment
8331,Cannes,fr,0,1,14:00,fr,378,0,03/10/2014,ca,5,Apartment
79806,Roma,it,44.1,3,13:00,it,13,14,6/15/15,"cc,ca",,Bed and Breakfast
69035,Roma,it,65.807,3,13:30,it,13,13,5/28/15,"cc,ca",1,Apartment
64160,Paris,fr,0,1,13:30,fr,4,1,04/02/2015,"cc,bt",4,Apartment
35362,Roma,it,147,3,13:00,it,13,14,09/11/2014,"cc,ca,bt,bc",,Bed and Breakfast
8689,Paris,fr,48.216,11,13:00,fr,4,15,3/17/14,ca,5,Hotel
115696,Milano,it,92.169,1,15:00,it,221,2,3/30/16,ca,1,Apartment
106000,Nice,fr,0,1,17:00,en,378,2,1/18/16,"cc,ca",5,Apartment
91316,Nice,fr,0,1,18:00,fr,378,0,8/23/15,"cc,ca,bt,bc",3,Apartment
44116,Paris,fr,156.8,1,15:00,fr,4,3,11/20/14,"cc,bt",5,Apartment
74135,Napoli,it,34.3,1,12:30,pl,353,0,5/22/15,"cc, ca, bt",5,Bed and Breakfast
56932,Roma,it,0,1,13:30,it,13,1,2/13/15,"cc,ca,bt,bc",,Apartment
64139,Paris,fr,441,1,16:00,fr,4,11,4/22/15,"cc,ca",,Apartment
26322,Milano,it,0,1,14:30,en,221,6,07/03/2014,"ca, bt,",,Apartment
86310,Milano,it,0,1,15:00,it,221,14,7/17/15,"cc,ca",5,Apartment
113465,Napoli,it,54.145,1,12:00,it,353,1,3/26/16,"cc,ca",5,Bed and Breakfast
6787,Roma,it,63.7,1,15:00,it,13,8,2/27/14,"cc,bt",3,Apartment
46188,Roma,it,98,1,14:00,it,13,0,11/30/14,"cc,bt",1,Holiday home
53541,Roma,it,42.581,2,14:30,it,13,2,4/25/15,"cc,bt",,Apartment
36477,Roma,it,0,2,16:00,it,13,3,9/23/14,"cc, ca, bt",4,Bed and Breakfast
51933,Florence,it,147,1,15:00,it,279,8,12/30/14,"cc,bt",1,Apartment
72027,Roma,it,88.2,6,12:00,it,13,1,5/14/15,"cc,bt",,Guest house
67092,Paris,fr,93.1,1,11:00,en,4,14,05/05/2015,"ca, bt,",2,Apartment
84491,Milano,it,0,1,15:00,it,221,1,7/24/15,ca,,Apartment
111261,Nice,fr,0,1,14:00,fr,378,2,2/29/16,"ca, bt,",5,Apartment
105473,Roma,it,0,1,11:30,it,13,4,01/12/2016,"cc,bt",5,Holiday home
35385,Roma,it,0,1,13:00,it,13,6,09/12/2014,"cc,bt",4,Apartment
107426,Milano,it,49,6,14:00,en,221,15,1/22/16,"cc, ca, bt",3,Guest house
115453,Paris,fr,140.14,1,15:00,fr,4,2,3/25/16,"ca, bt,",3,Apartment
84482,Milano,it,196,1,15:00,en,221,0,07/08/2015,"cc,bt",5,Apartment
89153,Palermo,it,58.8,1,13:00,it,326,5,08/03/2015,"cc,ca,bt,bc",5,Apartment
112605,Paris,fr,159.6093337,1,14:00,fr,4,12,03/01/2016,"cc, ca, bt",5,Apartment
89000,Cannes,fr,137.0726,1,16:00,fr,378,2,8/18/15,"cc,ca",1,Apartment
44365,Roma,it,0,1,13:30,it,13,7,11/27/14,"cc,ca,bt,bc",3,Apartment
35448,Lyon,fr,0,1,14:00,fr,186,9,09/12/2014,"ca, bt,",,Apartment
70040,Roma,it,0,1,14:00,it,13,11,05/02/2015,"cc,bt",3,Holiday home
87164,Roma,it,0,1,12:00,it,13,5,7/21/15,"cc,ca,bt,bc",2,Apartment
107140,Florence,it,0,1,14:00,it,279,11,02/11/2016,"cc,bt",1,Apartment
55178,Paris,fr,0,1,15:00,fr,4,5,02/03/2015,ca,3,Apartment
18608,Roma,it,0,2,15:00,it,13,14,5/23/14,"ca, bt,",5,Apartment
41148,Paris,fr,132.3,1,14:00,fr,4,0,10/31/14,"cc,bt",2,Apartment
77439,Florence,it,0,1,14:00,it,279,8,06/05/2015,"cc,bt",1,Apartment
69074,Paris,fr,107.016,1,14:00,fr,4,5,05/04/2015,"ca, bt,",5,Apartment
92986,Nice,fr,105.84,1,15:00,en,378,2,09/02/2015,"ca, bt,",,Holiday home
86407,Napoli,it,53.9,4,9:30,it,353,4,7/21/15,"cc,ca",3,Bed and Breakfast
70605,Venice,it,0,1,10:30,it,363,11,05/07/2015,"cc,bt",4,Apartment
52884,Roma,it,155.82,6,14:00,it,13,1,01/09/2015,"cc,bt",,Bed and Breakfast
87186,Milano,it,0,1,12:30,it,221,1,09/04/2015,"cc,ca",,Apartment
95220,Napoli,it,0,1,12:30,it,353,2,9/22/15,"cc, ca, bt",3,Apartment
84605,Florence,it,0,1,15:00,NA,279,0,7/17/15,"cc,bt",3,Apartment
69075,Roma,it,52.6162,3,11:30,it,13,1,06/10/2015,ca,3,Guest house
111442,Roma,it,89.18,11,15:00,it,13,0,2/26/16,bc,5,Farm stay
75385,Napoli,it,68.6,1,13:00,it,353,9,06/01/2015,"cc, ca, bt",5,Apartment
75687,Milano,it,111.328,1,14:00,it,221,5,06/03/2015,"cc,ca",1,Apartment
51781,Paris,fr,0,1,14:00,fr,4,12,12/29/14,"ca, bt,",4,Apartment
39829,Roma,it,406.7,3,14:00,it,13,3,10/08/2014,"cc, ca, bt",3,Bed and Breakfast
64364,Milano,it,176.4,1,14:00,en,221,0,06/01/2015,"cc, ca, bt",,Apartment
113661,Nice,fr,58.8,1,14:00,fr,378,1,3/26/16,"cc, ca, bt",3,Apartment
56694,Paris,fr,0,1,14:00,NA,4,10,4/14/15,"cc, ca, bt",2,Apartment
42277,Roma,it,0,1,14:00,it,13,4,11/07/2014,ca,3,Apartment
71103,Roma,it,83.79,2,14:30,it,13,3,05/11/2015,bc,,Bed and Breakfast
20911,Napoli,it,58.8,3,11:00,en,353,3,06/11/2014,"cc,ca",1,Bed and Breakfast
651,Paris,fr,0,4,15:00,en,4,14,2/14/14,ca,,Apartment
68734,Roma,it,0,1,14:00,en,13,1,05/01/2015,"cc,ca,bt,bc",5,Apartment
87597,Roma,it,0,1,13:00,it,13,4,7/28/15,"ca, bt,",,Apartment
61271,Roma,it,102.9,1,12:00,it,13,10,3/14/15,ca,3,Apartment
26632,Roma,it,0,1,14:00,it,13,2,07/07/2014,"ca, bt,",3,Apartment
12427,Roma,it,0,2,15:30,it,13,1,4/18/14,"cc,bt",2,Bed and Breakfast
66568,Roma,it,0,1,15:00,it,13,7,4/14/15,"ca, bt,",,Apartment
533,Napoli,it,58.8,2,14:00,NA,353,14,3/28/14,"cc,ca",4,Bed and Breakfast
95970,Nice,fr,0,1,14:00,en,378,2,9/30/15,"cc,ca",5,Apartment
97695,Lyon,fr,128.38,1,16:00,fr,186,0,10/16/15,"cc,ca",3,Apartment
114268,Roma,it,98,1,15:00,it,13,6,3/20/16,"cc, ca, bt",4,Holiday home
41186,Roma,it,38.22,3,12:00,it,13,2,11/03/2014,ca,,Bed and Breakfast
115735,Venice,it,0,1,14:00,it,363,1,04/04/2016,"cc, ca, bt",5,Apartment
96958,Paris,fr,154.2814,1,12:00,it,4,0,10/12/2015,"cc, ca, bt",3,Apartment
106372,Roma,it,73.5,1,13:00,it,13,8,1/25/16,"cc,bt",3,Apartment
93588,Paris,fr,106.722,1,17:00,fr,4,0,9/15/15,"cc, ca, bt",3,Apartment
79975,Palermo,it,0,1,14:00,it,326,1,6/16/15,"cc,bt",2,Apartment
66812,Roma,it,57.82,3,14:00,it,13,12,4/14/15,"cc, ca, bt",3,Bed and Breakfast
52557,Milano,it,63.7,2,13:00,it,221,10,01/08/2015,"cc,ca",4,Apartment
1179,Paris,fr,0,1,15:00,NA,4,14,01/08/2014,"cc,bt",,Apartment
90146,Palermo,it,84.28,1,12:00,it,326,1,08/10/2015,ca,,Apartment
71765,Milano,it,0,1,13:00,en,221,5,5/15/15,"cc, ca, bt",2,Apartment
32914,Roma,it,44.1,3,10:30,it,13,13,8/28/14,"cc, ca, bt",5,Guest house
109538,Nice,fr,141.12,1,15:00,fr,378,4,02/02/2016,"cc,bt",4,Apartment
95543,Roma,it,0,1,13:00,it,13,3,9/25/15,"cc, ca, bt",1,Apartment
91024,Roma,it,97.02,1,14:00,it,13,9,09/05/2015,"cc,ca",2,Apartment
108226,Nice,fr,0,1,17:00,fr,378,15,1/21/16,"ca, bt,",3,Apartment
7527,Cannes,fr,71.54,2,16:00,fr,378,3,3/19/14,"ca, bt,",,Apartment
96752,Roma,it,147,1,11:00,it,13,0,10/10/2015,"cc,bt",,Apartment
61529,Milano,it,0,1,14:00,it,221,14,3/24/15,"cc,ca,bt,bc",3,Apartment
100212,Roma,it,147,1,15:00,it,13,10,11/23/15,"cc,bt",5,Apartment
30387,Roma,it,0,1,14:00,it,13,4,7/30/14,"cc, ca, bt",2,Apartment
70702,Florence,it,98,1,12:30,it,279,1,9/29/15,"cc, ca, bt",4,Apartment
83465,Milano,it,465.5,1,15:00,it,221,14,07/01/2015,"cc,ca",5,Apartment
24998,Roma,it,291.55,1,16:00,it,13,15,6/23/14,"cc,bt",5,Apartment
40554,Roma,it,67.62,1,12:00,it,13,9,10/17/14,"ca, bt,",3,Apartment
69051,Cannes,fr,0,1,9:00,fr,378,11,4/29/15,"cc, ca, bt",2,Apartment
78771,Florence,it,0,1,12:00,it,279,10,06/11/2015,"cc,bt",,Apartment
85719,Paris,fr,136.71,1,17:00,NA,4,3,10/02/2015,ca,1,Apartment
75459,Roma,it,78.4784,1,16:00,it,13,3,06/03/2015,"cc,ca",2,Apartment
97686,Lyon,fr,94.08,1,15:00,fr,186,3,2/23/16,"cc,ca,bt,bc",3,Apartment
18454,Nice,fr,0,1,13:00,fr,378,4,5/20/14,"cc,bt",4,Apartment
36393,Roma,it,62.72,1,14:30,it,13,0,9/29/14,"cc,ca",,Bed and Breakfast
99355,Florence,it,0,1,13:00,it,279,4,3/24/16,ca,,Apartment
33485,Roma,it,145.3666663,1,13:00,en,13,14,09/03/2014,ca,5,Apartment
74011,Milano,it,78.4,1,14:00,it,221,0,5/25/15,"cc,ca",4,Apartment
39048,Cannes,fr,254.8,1,14:00,fr,378,10,9/30/14,"ca, bt,",1,Apartment
104580,Venice,it,176.4,1,14:00,it,363,5,2/24/16,"cc,ca",,Apartment
42038,Florence,it,116.62,1,14:00,it,279,0,11/05/2014,"ca, bt,",1,Apartment
54121,Paris,fr,160.72,1,15:00,fr,4,10,1/29/15,"cc,bt",3,Apartment
85998,Milano,it,0,1,14:00,it,221,3,7/15/15,"cc,ca",3,Apartment
105838,Roma,it,235.2,1,15:00,it,13,12,03/08/2016,"cc,bt",1,Apartment
55119,Milano,it,128.38,1,15:00,it,221,3,1/30/15,"cc,bt",4,Apartment
116768,Roma,it,124.5188,108,14:00,it,13,8,04/11/2016,"cc, ca, bt",,Hotel
116746,Nice,fr,52.92,1,15:00,fr,378,13,4/15/16,"cc,bt",5,Apartment
107601,Florence,it,127.4,1,16:00,it,279,9,03/10/2016,"cc,bt",3,Apartment
107262,Cannes,fr,132.3,1,15:00,fr,378,7,1/28/16,"cc,bt",5,Apartment
112461,Venice,it,199.92,1,14:00,it,363,5,2/24/16,"cc,ca,bt,bc",,Apartment
73761,Nice,fr,0,1,14:00,ru,378,0,5/21/15,"cc,bt",1,Apartment
98496,Roma,it,0,1,12:00,it,13,14,10/25/15,ca,5,Bed and Breakfast
33282,Palermo,it,34.3,1,14:30,it,326,6,09/02/2014,ca,,Apartment
96172,Napoli,it,29.4,1,11:30,it,353,6,10/01/2015,"cc, ca, bt",1,Holiday home
93461,Napoli,it,0,1,12:00,it,353,5,09/11/2015,"ca, bt,",3,Apartment
33525,Palermo,it,44.1,3,14:00,en,326,4,09/05/2014,"cc,bt",2,Guest house
97134,Palermo,it,34.3,2,12:00,it,326,3,10/14/15,"cc,ca,bt,bc",2,Apartment
105437,Cannes,fr,0,3,14:00,fr,378,6,02/03/2016,"cc,bt",,Apartment
95876,Milano,it,0,1,8:30,it,221,2,9/29/15,"cc,bt",4,Apartment
59550,Nice,fr,97.461,1,14:00,xu,378,7,03/05/2015,"cc, ca, bt",5,Apartment
41876,Paris,fr,266.56,1,14:00,NA,4,5,1/29/15,"cc, ca, bt",5,Apartment
16688,Paris,fr,0,1,14:00,fr,4,8,5/21/14,"cc, ca, bt",4,Apartment
41232,Florence,it,0,1,16:00,NA,279,12,11/17/14,"cc, ca, bt",5,Apartment
85796,Paris,fr,105.84,1,17:00,NA,4,3,9/24/15,"cc,ca,bt,bc",3,Apartment
45843,Milano,it,145.383,2,14:00,it,221,0,11/27/14,"cc, ca, bt",4,Apartment
52974,Palermo,it,0,3,7:00,it,326,3,1/13/15,"cc,bt",,Holiday home
59781,Paris,fr,93.1,25,15:00,fr,4,13,03/11/2015,"ca, bt,",,Hotel
35383,Roma,it,87.22,1,15:00,it,13,0,9/15/14,"cc, ca, bt",5,Bed and Breakfast
52950,Cannes,fr,254.8,1,14:00,fr,378,15,1/15/15,"cc,bt",,Apartment
115344,Paris,fr,333.2,1,16:00,fr,4,5,3/21/16,"cc,ca,bt,bc",5,Apartment
91852,Roma,it,0,1,14:00,it,13,0,8/27/15,ca,3,Holiday home
35029,Napoli,it,24.5,3,16:00,it,353,0,09/09/2014,"cc,bt",3,Bed and Breakfast
40175,Florence,it,0,1,14:00,en,279,4,10/14/14,"cc, ca, bt",5,Apartment
103318,Roma,it,58.8,11,14:00,it,13,1,1/19/16,"cc, ca, bt",2,Bed and Breakfast
29409,Cannes,fr,279.3,1,14:30,fr,378,1,7/25/14,"cc, ca, bt",4,Apartment
82734,Milano,it,0,1,15:00,it,221,6,6/29/15,"cc, ca, bt",5,Apartment
87831,Paris,fr,0,1,17:00,en,4,9,08/03/2015,"ca, bt,",,Apartment
74364,Roma,it,127.4,3,14:00,it,13,9,06/03/2015,"cc,bt",3,Guest house
106248,Paris,fr,215.6,1,15:00,fr,4,0,1/13/16,"cc,bt",2,Apartment
91235,Nice,fr,174.9986,1,15:00,nl,378,5,9/24/15,"cc,bt",3,Apartment
29907,Napoli,it,34.3,1,14:00,it,353,2,08/02/2014,ca,3,Bed and Breakfast
110780,Roma,it,48.02,5,9:00,it,13,3,2/27/16,"cc, ca, bt",4,Guest house
64498,Milano,it,0,1,15:00,it,221,8,4/27/15,"ca, bt,",5,Apartment
96584,Roma,it,97.02,2,12:00,it,13,2,10/13/15,"cc,bt",3,Holiday home
87291,Nice,fr,0,1,16:00,fr,378,1,7/31/15,ca,,Apartment
88130,Roma,it,67.62,2,14:00,it,13,3,7/27/15,"cc,ca,bt,bc",3,Bed and Breakfast
105970,Paris,fr,77.42,1,15:00,fr,4,11,02/01/2016,ca,5,Apartment
103710,Florence,it,147,1,14:30,it,279,1,01/07/2016,"cc,bt",3,Apartment
56693,Paris,fr,0,1,14:00,NA,4,13,4/14/15,"cc,ca",3,Apartment
13729,Roma,it,0,1,14:00,it,13,3,05/06/2014,"cc,bt",5,Apartment
44991,Venice,it,0,1,15:00,NA,363,15,12/05/2014,ca,1,Apartment
100236,Milano,it,53.9,3,15:30,it,221,12,11/04/2015,"cc,ca",,Bed and Breakfast
65421,Florence,it,0,1,14:00,xu,279,10,06/10/2015,"ca, bt,",,Apartment
95693,Napoli,it,67.62,3,15:00,it,353,4,9/28/15,"cc, ca, bt",1,Apartment
20341,Paris,fr,225.4,1,15:00,fr,4,6,06/12/2014,"cc,ca,bt,bc",3,Apartment
5857,Paris,fr,68.6,1,13:30,fr,4,14,02/07/2014,"cc,bt",2,Apartment
41881,Paris,fr,592.9,1,14:00,NA,4,4,1/29/15,"cc,ca",1,Apartment
75761,Milano,it,0,1,20:00,it,221,11,06/04/2015,"ca, bt,",3,Apartment
54137,Paris,fr,0,1,13:00,it,4,11,1/29/15,"cc,ca,bt,bc",,Bed and Breakfast
101626,Roma,it,89.18,1,14:30,it,13,0,11/11/2015,"cc,ca",3,Apartment
54028,Napoli,it,90.16,1,15:00,it,353,6,1/20/15,"ca, bt,",2,Apartment
43279,Paris,fr,0,1,16:00,en,4,11,11/21/14,"ca, bt,",5,Apartment
87896,Nice,fr,196,1,12:00,ru,378,3,7/27/15,"cc, ca, bt",3,Apartment
88654,Venice,it,127.4,1,14:30,it,363,3,7/30/15,ca,,Apartment
114056,Roma,it,98,1,14:00,it,13,12,3/29/16,"cc,ca,bt,bc",5,Apartment
31942,Florence,it,0,1,16:00,NA,279,6,09/11/2014,"cc,bt",3,Apartment
85772,Paris,fr,88.2,1,17:00,NA,4,0,9/25/15,"cc,ca",2,Apartment
20322,Roma,it,0,1,13:00,it,13,9,06/04/2014,ca,,Holiday home
96870,Napoli,it,0,1,10:00,it,353,1,10/21/15,"cc,ca,bt,bc",3,Apartment
111925,Nice,fr,0,1,14:00,fr,378,11,2/23/16,"ca, bt,",5,Apartment
22777,Roma,it,0,1,15:00,it,13,3,07/10/2014,"cc,ca",3,Bed and Breakfast
77070,Venice,it,196,1,13:00,it,363,0,06/03/2015,"cc, ca, bt",4,Apartment
114532,Florence,it,40.18,2,12:30,it,279,3,04/05/2016,"cc,ca",3,Guest house
43834,Paris,fr,282.24,1,14:00,en,4,6,11/21/14,"cc, ca, bt",3,Apartment
109539,Roma,it,77.42,5,13:00,it,13,7,02/09/2016,"cc,bt",,Guest house
99228,Roma,it,0,2,15:00,it,13,2,10/28/15,"cc,ca",,Apartment
93788,Paris,fr,92.365,2,15:00,en,4,1,09/10/2015,"cc,ca",3,Apartment
57160,Paris,fr,383.18,1,16:00,fr,4,4,3/13/15,"cc,ca,bt,bc",5,Apartment
91462,Paris,fr,0,1,14:30,fr,4,1,8/21/15,"cc,ca,bt,bc",,Apartment
65932,Milano,it,88.2,2,15:00,it,221,10,4/17/15,"cc,ca",2,Bed and Breakfast
66467,Paris,fr,102.9,1,13:00,fr,4,2,05/01/2015,"cc,bt",5,Apartment
65187,Milano,it,196,17,15:00,en,221,0,04/09/2015,"cc, ca, bt",3,Hotel
